29,Recording_19,Process_14,2022-02-21T06:17:50+00:00,Drag and drop UI element in window,Data Item 'Approval  ...  Approval Process' in Text 'Choose User' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -1 MouseDownOffsetX: 0 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Choose User\\''] MouseUpOffsetY: -138 MouseUpOffsetX: -180 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Approval  ...  Approval Process\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",31.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeDrag and drop UI element in window
30,Recording_19,Process_14,2022-02-21T06:18:02+00:00,Click UI element in window,Button 'Done' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Done\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -1 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",32.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
31,Recording_19,Process_14,2022-02-21T06:18:07+00:00,Click UI element in window,Data Item 'Approval  ...  Approval Process' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Approval  ...  Approval Process\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 83 OffsetY: -147 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",33.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
32,Recording_19,Process_14,2022-02-21T06:18:09+00:00,Press button in window,Button 'Save' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save\\'']\n""]",34.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromePress button in window
33,Recording_19,Process_14,2022-02-21T06:18:18+00:00,Click UI element in window,Hyperlink 'Tasks' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Tasks\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",35.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
34,Recording_19,Process_14,2022-02-21T06:18:22+00:00,Click UI element in window,Button 'Create Task' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Create Task\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 31 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",36.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
35,Recording_19,Process_14,2022-02-21T06:18:30+00:00,Populate text field in window,Edit 2 in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
36,Recording_19,Process_14,2022-02-21T06:18:32+00:00,Click UI element in window,"Edit 'mmm d, yyyy' in Pane 'New Tab - Google Chrome - Name'",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'mmm d, yyyy\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",38.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
37,Recording_19,Process_14,2022-02-21T06:18:42+00:00,Populate text field in window,Edit 3 in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
38,Recording_19,Process_14,2022-02-21T06:18:47+00:00,Click UI element in window,Button 'Save' 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save\\' 2'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -1 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",43.0,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
39,Recording_19,Process_14,2022-02-21T06:19:20+00:00,Click UI element in window,Hyperlink 'Approval request for Fire fighting mock drill' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Approval request for Fire fighting mock drill\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 24 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n"", '# End of autogenerated actions using the desktop recorder\n']",,Send a request for approval to conduct Mock drill to higher authority,Event_92,chromeClick UI element in window
